yearRegister,gender,majorityStatus,isForcedLabour,isSexualExploit,UN_COO_Region,UN_COE_Region,IP_Exploiter,IP_Gender,IP_ageBroad,IP_citizen_UNRegion,IP_Relation,IP_PayMoney,IP_RecruiterBroker,IP_TransactionProcess,IP_ControlAbuseKidnap,0--29,30--38,39--47,48+,Unknown,Africa,Americas/Oceania,Asia,Europe,Unknown,FamilyIntimatePartner,FriendAcquaintance,StrangerUnknownOther,Unknown
Unknown,Female,Adult,1,1,Africa,Africa,1,Male,Unknown,Africa,StrangerUnknownOther,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Unknown,Female,Adult,1,1,Africa,Africa,1,Female,Unknown,Africa,Unknown,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Unknown,Female,Adult,1,1,Africa,Africa,1,Female,Unknown,Africa,Unknown,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Unknown,Female,Adult,1,1,Africa,Africa,1,Female,Unknown,Africa,Unknown,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Unknown,Female,Adult,1,1,Africa,Asia,1,Female;Male,Unknown,Unknown,FriendAcquaintance,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Unknown,Female,Adult,1,1,Africa,Asia,1,Female;Male,Unknown,Unknown,FriendAcquaintance,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Unknown,Female,Adult,1,1,Africa,Asia,1,Female;Male,Unknown,Unknown,FriendAcquaintance,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Unknown,Female,Adult,1,1,Asia,Asia,1,Male,Unknown,Unknown,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Unknown,Female,Adult,1,1,Asia,Asia,1,Female;Male,Unknown,Asia,FriendAcquaintance,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Unknown,Female,Adult,1,1,Europe,Unknown,1,Female;Male,Unknown,Unknown,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Unknown,Female,Adult,1,1,Europe,Europe,1,Male,Unknown,Unknown,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Unknown,Female,Minor,1,0,Asia,Asia,0,Female;Male,Unknown,Asia,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Female,Minor,1,0,Asia,Asia,1,Male,Unknown,Asia,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Female,Minor,1,0,Asia,Asia,1,Male,Unknown,Asia,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Female,Minor,1,0,Asia,Asia,1,Male,Unknown,Asia,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Female,Minor,1,0,Asia,Asia,1,Male,Unknown,Asia,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Female,Minor,1,0,Asia,Asia,1,Male,Unknown,Asia,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Female,Minor,1,0,Asia,Asia,1,Male,Unknown,Asia,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Female,Minor,1,0,Asia,Asia,1,Male,Unknown,Asia,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Female,Minor,1,0,Asia,Asia,1,Male,Unknown,Asia,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Female,Minor,1,0,Asia,Asia,1,Male,Unknown,Asia,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Female,Minor,1,0,Asia,Asia,1,Male,Unknown,Asia,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Male,Adult,0,0,Europe,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,0,0,Europe,Europe,1,Male,Unknown,Europe,FriendAcquaintance;StrangerUnknownOther,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
Unknown,Male,Adult,0,0,Europe,Europe,1,Male,Unknown,Europe,FriendAcquaintance;StrangerUnknownOther,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
Unknown,Male,Adult,1,0,Unknown,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Unknown,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Unknown,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Unknown,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Unknown,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Unknown,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Unknown,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Unknown,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Unknown,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Unknown,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Unknown,Europe,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Unknown,Europe,1,Female;Male,Unknown,Asia,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Unknown,Male,Adult,1,0,Africa,Unknown,1,Male,30--38,Africa,FriendAcquaintance,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Unknown,Male,Adult,1,0,Africa,Africa,1,Male,30--38,Africa,StrangerUnknownOther,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Unknown,Male,Adult,1,0,Asia,Unknown,1,Male,Unknown,Asia,StrangerUnknownOther,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Male,Adult,1,0,Asia,Unknown,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Unknown,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Unknown,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Unknown,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Unknown,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Asia,0,Male,30--38,Asia,StrangerUnknownOther,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Unknown,Male,Adult,1,0,Asia,Asia,1,Male,Unknown,Asia,StrangerUnknownOther,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Male,Adult,1,0,Asia,Asia,1,Male,Unknown,Asia,StrangerUnknownOther,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Male,Adult,1,0,Asia,Asia,1,Male,Unknown,Asia,StrangerUnknownOther,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Unknown,Male,Adult,1,0,Asia,Asia,1,Female,Unknown,Asia,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Asia,1,Female;Male,Unknown,Unknown,StrangerUnknownOther,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Unknown,Male,Adult,1,0,Asia,Asia,1,Female;Male,Unknown,Unknown,FriendAcquaintance;StrangerUnknownOther,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
Unknown,Male,Adult,1,0,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Unknown,Male,Adult,1,0,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Unknown,Male,Adult,1,0,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Unknown,Male,Adult,1,0,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Unknown,Male,Adult,1,0,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Unknown,Male,Adult,1,0,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Unknown,Male,Adult,1,0,Asia,Asia,1,Female;Male,Unknown,Asia,FriendAcquaintance,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Europe,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Europe,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Europe,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Europe,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Europe,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Europe,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Europe,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Europe,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Europe,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Europe,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Europe,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Europe,1,Male,Unknown,Asia;Europe,FriendAcquaintance,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Asia,Europe,1,Female;Male,Unknown,Asia,FriendAcquaintance,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Unknown,Male,Adult,1,0,Europe,Unknown,1,Male,Unknown,Europe,FriendAcquaintance;StrangerUnknownOther,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
Unknown,Male,Adult,1,0,Europe,Unknown,1,Male,Unknown,Asia;Europe,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Asia,1,Male,Unknown,Unknown,FriendAcquaintance;StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
Unknown,Male,Adult,1,0,Europe,Asia,1,Male,Unknown,Unknown,FriendAcquaintance;StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
Unknown,Male,Adult,1,0,Europe,Asia,1,Female;Male,Unknown,Unknown,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Asia,1,Female;Male,Unknown,Unknown,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Asia,1,Female;Male,Unknown,Unknown,StrangerUnknownOther,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Asia,1,Female;Male,Unknown,Unknown,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Unknown,Male,Adult,1,0,Europe,Europe,0,Male,Unknown,Unknown,FriendAcquaintance;StrangerUnknownOther,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
Unknown,Male,Adult,1,0,Europe,Europe,0,Female;Male,Unknown,Europe,StrangerUnknownOther,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Europe,0,Female;Male,Unknown,Europe,StrangerUnknownOther,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Europe,0,Female;Male,Unknown,Europe,StrangerUnknownOther,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Europe,0,Female;Male,Unknown,Europe,StrangerUnknownOther,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Male,Unknown,Unknown,StrangerUnknownOther,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Male,Unknown,Europe,StrangerUnknownOther,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Male,Unknown,Europe,FriendAcquaintance,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Male,Unknown,Europe,FriendAcquaintance,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Male,Unknown,Europe,FriendAcquaintance,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Male,Unknown,Europe,FriendAcquaintance;StrangerUnknownOther,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Male,Unknown,Europe,FriendAcquaintance;StrangerUnknownOther,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Male,Unknown,Europe,FriendAcquaintance;StrangerUnknownOther,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Male,Unknown,Europe,FriendAcquaintance;StrangerUnknownOther,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Male,Unknown,Europe,FriendAcquaintance;StrangerUnknownOther,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Female;Male,Unknown,Unknown,StrangerUnknownOther,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Female;Male,Unknown,Europe,StrangerUnknownOther,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Unknown,Male,Adult,1,0,Europe,Europe,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Unknown,Male,Adult,1,0,Europe,Europe,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Unknown,Male,Adult,1,0,Europe,Europe,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Unknown,Male,Adult,1,0,Europe,Europe,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Unknown,Asia,1,Female;Male,Unknown,Asia;Europe,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2005-2013,Female,Adult,0,1,Unknown,Asia,1,Female;Male,Unknown,Asia;Europe,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Unknown,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Unknown,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Unknown,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Asia,Asia,1,Female;Male,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2005-2013,Female,Adult,0,1,Europe,Asia,1,Female;Male,Unknown,Europe,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2005-2013,Female,Adult,0,1,Europe,Asia,1,Female;Male,Unknown,Europe,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2005-2013,Female,Adult,0,1,Europe,Europe,1,Female;Male,Unknown,Europe,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2005-2013,Female,Adult,0,1,Europe,Europe,1,Female;Male,Unknown,Europe,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2005-2013,Female,Adult,0,1,Europe,Europe,1,Female;Male,Unknown,Europe,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2005-2013,Female,Adult,0,1,Europe,Europe,1,Female;Male,Unknown,Europe,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2005-2013,Female,Adult,0,1,Europe,Europe,1,Female;Male,Unknown,Europe,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2005-2013,Female,Adult,0,1,Europe,Europe,1,Female;Male,Unknown,Europe,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2005-2013,Female,Adult,0,1,Europe,Europe,1,Female;Male,Unknown,Europe,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2005-2013,Female,Adult,0,1,Europe,Europe,1,Female;Male,Unknown,Europe,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2005-2013,Female,Adult,0,1,Europe,Europe,1,Female;Male,Unknown,Europe,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2005-2013,Female,Adult,1,0,Unknown,Unknown,1,Female;Male,Unknown,Europe,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2005-2013,Female,Adult,1,0,Unknown,Unknown,1,Female;Male,Unknown,Europe,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2005-2013,Female,Adult,1,0,Unknown,Europe,1,Female;Male,Unknown,Europe,FriendAcquaintance,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2005-2013,Female,Adult,1,0,Unknown,Europe,1,Female;Male,Unknown,Europe,FriendAcquaintance,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
